"County Code","County","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"21037","Campbell County, KY",".",".","25","5","0.08","0.066","5","2","1","32","9.5",".",".","."
"21043","Carter County, KY",".",".",".",".","0.07","0.061",".",".",".","25","7.6","37","12","."
"21047","Christian County, KY",".",".",".",".","0.08","0.07",".",".",".","24","9.4",".",".","."
"21061","Edmonson County, KY","0.7","0.6",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"21067","Fayette County, KY",".",".","39","6","0.08","0.069","2","1","0","28","8.9","28","13","."
"21089","Greenup County, KY",".",".",".",".","0.07","0.062","6","3","1",".",".",".",".","."
"21091","Hancock County, KY",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"21093","Hardin County, KY",".",".",".",".","0.08","0.07",".",".",".","30","9.3",".",".","."
"21101","Henderson County, KY",".",".",".",".",".",".","94","37","2",".",".",".",".","."
"21111","Jefferson County, KY","3.2","2","47","13","0.1","0.075","13","3","1","33","11.1","96","23","."
"21113","Jessamine County, KY",".",".",".",".","0.08","0.07","7","2","0",".",".",".",".","."
"21139","Livingston County, KY",".",".",".",".","0.08","0.072",".",".",".",".",".",".",".","."
"21145","McCracken County, KY",".",".","30","5","0.08","0.072","10","3","1","22","9.1",".",".","."
"21151","Madison County, KY",".",".",".",".",".",".",".",".",".",".",".",".",".","0.03"
"21175","Morgan County, KY",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"21185","Oldham County, KY",".",".",".",".","0.09","0.069",".",".",".",".",".",".",".","."
"21193","Perry County, KY",".",".",".",".","0.06","0.059",".",".",".","31","9.7",".",".","."
"21195","Pike County, KY",".",".",".",".","0.07","0.059",".",".",".","24","7.8",".",".","."
"21199","Pulaski County, KY",".",".",".",".","0.07","0.063",".",".",".","24","8.9",".",".","."
"21213","Simpson County, KY",".",".",".",".","0.08","0.073",".",".",".",".",".",".",".","."
"21227","Warren County, KY",".",".",".",".","0.08","0.068",".",".",".","27","9",".",".","."
"21229","Washington County, KY",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"22005","Ascension Parish, LA",".",".","28","6","0.09","0.07",".",".",".",".",".",".",".","."
"22015","Bossier Parish, LA",".",".",".",".","0.07","0.06","4","1","1",".",".",".",".","."
"22017","Caddo Parish, LA",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"22019","Calcasieu Parish, LA",".",".","25","5","0.1","0.07","6","2","0","24","10.9","65","22","."
"22033","East Baton Rouge Parish, LA","1.2","0.8","38","6","0.09","0.074","24","4","0","22","10.2","57","22","0.01"
"22047","Iberville Parish, LA",".",".","20","3","0.1","0.077",".",".",".","15","8.3",".",".","."
"22051","Jefferson Parish, LA",".",".","39","5","0.09","0.069",".",".",".","18","9.1",".",".","."
"22055","Lafayette Parish, LA",".",".",".",".","0.08","0.068",".",".",".","15","8.2",".",".","."
"22057","Lafourche Parish, LA",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"22063","Livingston Parish, LA",".",".","14","2","0.09","0.072",".",".",".",".",".",".",".","."
"22071","Orleans Parish, LA","2.4","1.7",".","8",".",".",".",".",".","15","8.1","40","16","."
"22073","Ouachita Parish, LA",".",".",".",".","0.07","0.065",".",".",".","20","8.3",".",".","."
"22077","Pointe Coupee Parish, LA",".",".",".",".","0.09","0.068",".",".",".",".",".",".",".","."
"22079","Rapides Parish, LA",".",".",".",".",".",".",".",".",".","19","8.8",".",".","."
"22087","St. Bernard Parish, LA",".",".",".",".","0.08","0.067","47","10","2","19","10","49","21","."
"22089","St. Charles Parish, LA",".",".",".",".",".",".","52","19","2",".",".",".",".","."
"22093","St. James Parish, LA",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"22095","St. John the Baptist Parish, LA",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","0.02"
"22099","St. Martin Parish, LA",".",".",".",".","0.07","0.066",".",".",".",".",".",".",".","."
"22103","St. Tammany Parish, LA",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"22105","Tangipahoa Parish, LA",".",".",".",".",".",".",".",".",".","15","7.9",".",".","."
"22109","Terrebonne Parish, LA",".",".",".",".",".",".",".",".",".","42","9.6",".",".","."
"22121","West Baton Rouge Parish, LA",".",".","33","7","0.1","0.077","15","3","0","19","9.4",".",".","."
"23001","Androscoggin County, ME",".",".",".",".","0.07","0.058",".",".",".","17","5.3","22","11","."
"23003","Aroostook County, ME","0.7","0.6",".","1","0.06","0.053",".",".",".","22","6.5","108","20","."
"23005","Cumberland County, ME",".",".","38","6","0.07","0.058",".",".",".","20","6",".",".","."
"23009","Hancock County, ME","0.4","0.4",".",".","0.07","0.065","1","0","0","17","4.5","28","8","."
"23011","Kennebec County, ME",".",".",".",".","0.06","0.055",".",".",".","11","5.3","30","9","."
"23013","Knox County, ME",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"23017","Oxford County, ME",".",".",".",".","0.07","0.054",".",".",".","18","5.6",".",".","."
"23019","Penobscot County, ME",".",".",".",".","0.07","0.058",".",".",".","16","5.3","34","13","."
"23023","Sagadahoc County, ME",".",".",".",".","0.08","0.062",".",".",".",".",".",".",".","."
"23029","Washington County, ME",".",".",".",".","0.07","0.057",".",".",".",".",".",".",".","."
"23031","York County, ME",".",".",".",".","0.08","0.061",".",".",".",".",".",".",".","."
"24003","Anne Arundel County, MD",".",".",".",".","0.08","0.067",".",".",".",".",".","37","12","."
"24005","Baltimore County, MD","1.8","1.1","41","14","0.1","0.075","4","1","0","32","10.1",".",".","."
"24009","Calvert County, MD",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"24013","Carroll County, MD",".",".",".",".","0.09","0.071",".",".",".",".",".",".",".","."
"24015","Cecil County, MD",".",".",".",".","0.08","0.07",".",".",".","27","7.2",".",".","."
"24017","Charles County, MD",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"24019","Dorchester County, MD",".",".",".",".","0.08","0.071","1","1","0","24","7.5",".",".","."
"24021","Frederick County, MD",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"24023","Garrett County, MD","1.1","0.9","9","1","0.07","0.067","3","1","0","23","6",".",".","."
"24025","Harford County, MD",".",".",".",".","0.1","0.075",".",".",".","24","7.6",".",".","."
"24027","Howard County, MD","1.1","0.9","45","15",".",".",".",".",".","27","8.4",".",".","."
"24029","Kent County, MD",".",".",".",".","0.09","0.072",".",".",".","21","6.3",".",".","."
"24031","Montgomery County, MD",".",".",".",".","0.08","0.068",".",".",".","24","6.6",".",".","."
"24033","Prince George's County, MD","0.9","0.8","35","6","0.09","0.073","1","0","0","83","9.3","41","11","."
"24043","Washington County, MD",".",".",".",".","0.09","0.068",".",".",".","26","7.2",".",".","."
"24510","Baltimore (City), MD",".",".",".",".","0.09","0.072",".",".",".","34","9.2","42","14","."
"25001","Barnstable County, MA",".",".",".",".","0.09","0.066",".",".",".",".",".",".",".","."
"25003","Berkshire County, MA",".",".",".",".","0.07","0.065",".",".",".","27","8",".",".","."
"25005","Bristol County, MA",".",".",".",".","0.09","0.07","3","1","0","27","7.2",".",".","."
"25007","Dukes County, MA",".",".",".",".","0.08","0.073",".",".",".",".",".",".",".","."
"25009","Essex County, MA",".",".","33","5","0.08","0.068",".",".",".","20","7.9",".",".","."
"25011","Franklin County, MA",".",".",".",".","0.08","0.063",".",".",".","30","8.4",".",".","."
"25013","Hampden County, MA",".",".","41","10","0.09","0.065","2","1","0","24","8.9",".",".","."
"25015","Hampshire County, MA",".",".","16","2","0.08","0.064","1","1","0","23","6.4",".",".","."
"25017","Middlesex County, MA",".",".","40","10","0.08","0.065",".",".",".","18","6.9",".",".","."
"25021","Norfolk County, MA",".",".","30","5","0.09","0.071",".",".",".","21","6.9",".",".","."
"25023","Plymouth County, MA",".",".",".",".","0.08","0.065",".",".",".","23","7.2",".",".","."
"25025","Suffolk County, MA","1.4","1","45","11","0.08","0.064","2","1","0","20","7.8",".",".","."
"25027","Worcester County, MA","1.3","1.1","41","9","0.07","0.062","2","1","0","22","7.5",".",".","."
"26005","Allegan County, MI",".",".",".",".","0.09","0.075",".",".",".",".",".",".",".","."
"26017","Bay County, MI",".",".",".",".",".",".",".",".",".","30","9.5",".",".","."
"26019","Benzie County, MI",".",".",".",".","0.09","0.07",".",".",".",".",".",".",".","."
"26021","Berrien County, MI",".",".",".",".","0.09","0.078",".",".",".",".",".",".",".","."
"26027","Cass County, MI",".",".",".",".","0.09","0.075",".",".",".",".",".",".",".","."
"26037","Clinton County, MI",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"26049","Genesee County, MI",".",".",".",".","0.09","0.072",".",".",".","29","8.7",".",".","."
"26063","Huron County, MI",".",".",".",".","0.09","0.072",".",".",".",".",".",".",".","."
"26065","Ingham County, MI",".",".","32","6","0.08","0.069","2","1","0",".",".",".",".","."
"26067","Ionia County, MI",".",".",".",".",".",".",".",".",".",".",".",".",".","0.02"
"26077","Kalamazoo County, MI",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"26081","Kent County, MI","1.9","1.4","34","7","0.09","0.074","3","1","0",".",".",".",".","."
"26091","Lenawee County, MI",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"26099","Macomb County, MI",".",".",".",".","0.09","0.073",".",".",".","34","10.9",".",".","."
"26101","Manistee County, MI",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"26105","Mason County, MI",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"26113","Missaukee County, MI",".",".","6","1","0.08","0.071",".",".",".","27","10.4",".",".","."
"26115","Monroe County, MI",".",".",".",".",".",".",".",".",".",".",".","79","26","."
"26121","Muskegon County, MI",".",".",".",".","0.09","0.075",".",".",".",".",".",".",".","."
"26125","Oakland County, MI",".",".",".",".","0.09","0.075",".",".",".",".",".",".",".","."
"26139","Ottawa County, MI",".",".",".",".","0.08","0.072",".",".",".","32","11","178","19","."
"26147","St. Clair County, MI",".",".",".",".","0.09","0.074","55","14","1","38","10.7",".",".","0.03"
"26153","Schoolcraft County, MI",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"26157","Tuscola County, MI",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"26161","Washtenaw County, MI",".",".",".",".","0.08","0.073",".",".",".","35","11.7",".",".","."
"26163","Wayne County, MI","2.2","1.9","50","14","0.09","0.079","35","11","2","47","15.5","161","28","0.02"
"26165","Wexford County, MI",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"27003","Anoka County, MN","1.2","0.8","41","6","0.09","0.078","2","1","0","29","8.5","80","18","0.46"
"27005","Becker County, MN",".",".",".",".","0.08","0.068",".",".",".","33","9.3",".",".","."
"27007","Beltrami County, MN",".",".",".",".",".",".",".",".",".","32","8.2",".",".","."
"27017","Carlton County, MN",".",".",".",".","0.07","0.066",".",".",".","26","6.4",".",".","."
"27021","Cass County, MN",".",".",".",".",".",".",".",".",".","27","7.8",".",".","."
"27031","Cook County, MN",".",".",".",".",".",".",".",".",".","20","4.1",".",".","."
"27035","Crow Wing County, MN",".",".",".",".","0.09","0.071",".",".",".","31","8.8",".",".","."
"27037","Dakota County, MN","1.4","1","40","8",".",".","14","5","1","42","11.6",".",".","0.14"
"27049","Goodhue County, MN",".",".",".",".","0.08","0.072",".",".",".",".",".",".",".","."
"27053","Hennepin County, MN","11.7","3.8","45","12","0.08","0.073",".",".",".","37","11.1","118","26","0.02"
"27075","Lake County, MN",".",".",".",".",".",".",".",".",".","28","6.6",".",".","."
"27083","Lyon County, MN",".",".",".",".","0.08","0.071",".",".",".","44","10.5",".",".","."
"27095","Mille Lacs County, MN",".",".",".",".","0.08","0.072",".",".",".",".",".",".",".","."
"27109","Olmsted County, MN",".",".",".",".","0.08","0.074",".",".",".","35","10.5",".",".","."
"27123","Ramsey County, MN",".",".",".",".",".",".",".",".",".","42","11","73","27","0.04"
"27137","Saint Louis County, MN",".",".","34","4","0.08","0.068","13","4","0","29","8.5","92","24","0"
"27139","Scott County, MN",".",".",".",".","0.09","0.074",".",".",".","35","11.3",".",".","."
"27145","Stearns County, MN",".",".",".",".","0.09","0.073",".",".",".","35","10.4",".",".","."
"27163","Washington County, MN",".",".",".",".","0.09","0.079","4","1","1",".",".",".",".","0"
"27171","Wright County, MN",".",".",".",".","0.09","0.077",".",".",".","36","10.1",".",".","."
"28011","Bolivar County, MS",".",".",".",".","0.08","0.069",".",".",".","27","11.1",".",".","."
"28033","DeSoto County, MS",".",".",".",".","0.09","0.071",".",".",".","28","11.8",".",".","."
"28035","Forrest County, MS",".",".",".",".",".",".",".",".",".","24","11.1",".",".","."
"28045","Hancock County, MS",".",".",".",".","0.08","0.066",".",".",".","22","9.4",".",".","."
"28047","Harrison County, MS",".",".",".",".","0.08","0.067",".",".",".","20","9.7",".",".","."
"28049","Hinds County, MS","1.2","1",".",".","0.08","0.068","3","1","1","26","10.9","65","20","."
"28059","Jackson County, MS",".",".","26","4","0.08","0.067","4","1","0","20","9.8",".",".","."
"28075","Lauderdale County, MS",".",".",".",".","0.07","0.059",".",".",".",".",".",".",".","."
"28081","Lee County, MS",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"28161","Yalobusha County, MS",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"29003","Andrew County, MO",".",".",".",".","0.08","0.073",".",".",".",".",".",".",".","."
"29019","Boone County, MO",".",".",".",".","0.08","0.072",".",".",".",".",".",".",".","."
"29021","Buchanan County, MO",".",".",".",".",".",".",".",".",".","22","9.4","73","27","."
"29027","Callaway County, MO",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"29037","Cass County, MO",".",".",".",".","0.08","0.073",".",".",".",".",".",".",".","."
"29039","Cedar County, MO",".",".",".",".","0.08","0.073",".",".",".","17","6.8",".",".","."
"29047","Clay County, MO",".",".",".",".","0.1","0.078",".",".",".",".",".",".",".","."
"29049","Clinton County, MO",".",".",".",".","0.08","0.077",".",".",".",".",".",".",".","."
"29071","Franklin County, MO",".",".",".",".",".",".","38","5","0",".",".",".",".","."
"29077","Greene County, MO",".",".",".",".","0.08","0.072",".",".",".","25","9.7","65","20","."
"29087","Holt County, MO",".",".",".",".",".",".",".",".",".",".",".",".",".","0.02"
"29093","Iron County, MO",".",".",".",".",".",".","67","11","2",".",".",".",".","0.1"
"29095","Jackson County, MO","1.2","0.8","45","11",".",".","6","2","1","27","10.8","82","31","."
"29097","Jasper County, MO",".",".",".",".","0.08","0.07",".",".",".",".",".","113","25","."
"29099","Jefferson County, MO",".",".",".",".","0.1","0.078","9","2","0","21","8.2","40","15","0.03"
"29113","Lincoln County, MO",".",".",".",".","0.09","0.076",".",".",".",".",".",".",".","."
"29137","Monroe County, MO",".",".","6","2","0.08","0.07","4","2","1",".",".","40","14","."
"29143","New Madrid County, MO",".",".",".",".",".",".","473","329","47",".",".",".",".","."
"29157","Perry County, MO",".",".",".",".","0.09","0.08",".",".",".",".",".",".",".","."
"29179","Reynolds County, MO",".",".",".",".",".",".",".",".",".",".",".",".",".","0.03"
"29183","Saint Charles County, MO",".",".",".",".","0.09","0.08","38","7","1",".",".",".",".","."
"29186","Sainte Genevieve County, MO",".",".",".",".","0.09","0.078",".",".",".",".",".",".",".","."
"29189","Saint Louis County, MO",".",".","43","10","0.09","0.081",".",".",".","19","7.8",".",".","."
"29510","St. Louis City, MO","2","1.5","40","10","0.09","0.079","14","3","1","28","12.4","160","38","."
"30001","Beaverhead County, MT",".",".",".",".",".",".",".",".",".","11","2.9",".",".","."
"30017","Custer County, MT",".",".","24","4","0.07","0.059",".",".",".","48","8.2",".",".","."
"30027","Fergus County, MT",".",".","10","1","0.07","0.059",".",".",".","32","5.3","78","10","."
"30029","Flathead County, MT",".",".",".",".","0.07","0.057",".",".",".","40","9.5","96","24","."
"30031","Gallatin County, MT","3.6","0.7","21","2",".",".",".",".",".","9","3",".",".","."
"30035","Glacier County, MT",".",".",".",".",".",".",".",".",".","32","4.2",".",".","."
"30049","Lewis and Clark County, MT","0.7","0.5",".",".","0.07","0.061",".",".",".","32","8.6",".",".","."
"30053","Lincoln County, MT",".",".",".",".",".",".",".",".",".","29","12","75","18","."
"30063","Missoula County, MT",".",".",".",".","0.07","0.055",".",".",".","25","9.8","50","16","."
"30071","Phillips County, MT",".",".","7","1","0.07","0.059",".",".",".","50","7.4","149","12","."
"30075","Powder River County, MT",".",".",".","1","0.07","0.06",".",".",".","54","9.6",".",".","."
"30081","Ravalli County, MT",".",".",".",".",".",".",".",".",".","21","5.8",".",".","."
"30083","Richland County, MT",".",".","12","2","0.07","0.065","7","2","1","42","7.5","98","14","."
"30089","Sanders County, MT",".",".",".",".",".",".",".",".",".",".",".","70","22","."
"30093","Silver Bow County, MT",".",".",".",".",".",".",".",".",".","36","9.9","72","19","."
"30111","Yellowstone County, MT",".",".",".",".",".",".","19","7","2","29","6.7",".",".","."
"31025","Cass County, NE",".",".",".",".",".",".",".",".",".",".",".","79","21","."
"31055","Douglas County, NE","1.5","1.1",".",".","0.09","0.082","39","15","1","32","8.7","69","23","."
"31067","Gage County, NE",".",".",".",".",".",".",".",".",".","25","7.2",".",".","."
"31079","Hall County, NE",".",".",".",".",".",".",".",".",".","23","7.5",".",".","."
"31107","Knox County, NE",".",".",".",".","0.09","0.077",".",".",".",".",".",".",".","."
"31109","Lancaster County, NE",".",".",".",".","0.08","0.068",".",".",".","31","8.2",".",".","."
"31153","Sarpy County, NE",".",".",".",".",".",".",".",".",".","25","8",".",".","."
"31157","Scotts Bluff County, NE",".",".",".",".",".",".",".",".",".","20","5.4",".",".","."
"31177","Washington County, NE",".",".",".",".",".",".",".",".",".","24","7.6",".",".","."
"32001","Churchill County, NV",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"32003","Clark County, NV","2.6","2.4","52","20","0.09","0.074","5","3","0","29","8.5","209","34","."
"32005","Douglas County, NV",".",".",".",".",".",".",".",".",".","18","6.1",".",".","."
"32007","Elko County, NV",".",".",".",".",".",".",".",".",".",".",".","48","16","."
"32019","Lyon County, NV",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"32023","Nye County, NV",".",".",".",".",".",".",".",".",".",".",".","209","23","."
"32031","Washoe County, NV","2.1","1.6","49","11","0.07","0.067","3","1","0","19","7.2","63","23","."
"32033","White Pine County, NV",".",".",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"32510","Carson City, NV",".",".",".",".","0.07","0.066",".",".",".","14","5.3",".",".","."
"33001","Belknap County, NH",".",".",".",".","0.07","0.062",".",".",".","16","5.5",".",".","."
"33005","Cheshire County, NH",".",".",".",".","0.07","0.06",".",".",".","21","7.9",".",".","."
"33007","Coos County, NH",".",".",".",".","0.09","0.068",".",".",".",".",".",".",".","."
"33009","Grafton County, NH",".",".",".",".","0.07","0.062",".",".",".","17","5.9",".",".","."
"33011","Hillsborough County, NH","0.6","0.6",".",".","0.08","0.067","1","1","0","20","4.8",".",".","."
"33013","Merrimack County, NH",".",".",".",".","0.07","0.062","13","6","0",".",".",".",".","."
"33015","Rockingham County, NH","0.7","0.6","16","2","0.08","0.066","5","2","1","20","6.4","40","12","."
"34001","Atlantic County, NJ",".",".",".",".","0.07","0.058","0","0","0","28","8.2",".",".","."
"34003","Bergen County, NJ","1.5","1.1","58","18","0.09","0.071",".",".",".","32","10.2",".",".","."
"34007","Camden County, NJ","1.8","1.4","47","11","0.09","0.071","5","2","0","27","10.8","48","21","."
"34011","Cumberland County, NJ",".",".","34","5","0.08","0.068",".",".",".","24","8.3",".",".","."
"34015","Gloucester County, NJ",".",".",".",".","0.09","0.074",".",".",".","19","8.6",".",".","."
"34017","Hudson County, NJ","2.7","2.4","60","19","0.1","0.068","3","2","1","34","10.1","41","17","."
"34019","Hunterdon County, NJ",".",".",".",".","0.09","0.073",".",".",".","24","9.2",".",".","."
"34021","Mercer County, NJ",".",".",".",".","0.1","0.071",".",".",".","26","10",".",".","."
"34023","Middlesex County, NJ",".",".","36","8","0.1","0.075",".",".",".","28","9.4",".",".","."
"34025","Monmouth County, NJ",".",".",".",".","0.1","0.07",".",".",".",".",".",".",".","."
"34027","Morris County, NJ",".",".","27","3","0.09","0.071","4","2","1","29","6.9",".",".","."
"34029","Ocean County, NJ",".",".",".",".","0.08","0.073",".",".",".","25","8.5",".",".","."
"34031","Passaic County, NJ",".",".",".",".","0.09","0.071",".",".",".","27","8.4",".",".","."
"34039","Union County, NJ","2.2","1.5","59","19",".",".","5","3","1","31","11.7",".",".","."
"34041","Warren County, NJ",".",".","41","11","0.07","0.054","4","1","0","20","8.7",".",".","."
"35001","Bernalillo County, NM","2.8","1.7","43","8","0.08","0.069",".",".",".","25","8","182","43","."
"35013","Dona Ana County, NM",".",".","48","8","0.09","0.073",".",".",".","14","5.4","260","41","."
"35015","Eddy County, NM",".",".","31","5","0.09","0.076",".",".",".",".",".",".",".","."
"35025","Lea County, NM",".",".","33","5","0.08","0.074",".",".",".","19","6.4",".",".","."
"35029","Luna County, NM",".",".",".",".",".",".",".",".",".",".",".","236","22","."
"35039","Rio Arriba County, NM",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"35043","Sandoval County, NM",".",".",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"35045","San Juan County, NM",".",".","36","9","0.08","0.069","2","2","0",".",".","98","10","."
"35049","Santa Fe County, NM",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"35055","Taos County, NM",".",".",".",".",".",".",".",".",".","12","4",".",".","."
"35061","Valencia County, NM",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"36001","Albany County, NY",".",".",".",".","0.09","0.068",".",".",".","34","9.1",".",".","."
"36005","Bronx County, NY","1.8","1.3","56","16","0.09","0.072","3","1","0","31","10","33","14","."
"36013","Chautauqua County, NY",".",".",".",".","0.09","0.072",".",".",".",".",".",".",".","."
"36027","Dutchess County, NY",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"36029","Erie County, NY","1.5","1.1","43","10","0.07","0.067","3","1","0","37","8.9","44","16","."
"36031","Essex County, NY",".",".",".",".","0.08","0.07","1","1","0","29","5",".",".","."
"36041","Hamilton County, NY",".",".",".",".","0.07","0.065","1","1","0",".",".",".",".","."
"36045","Jefferson County, NY",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"36047","Kings County, NY",".",".",".",".",".",".",".",".",".","24","9.2",".",".","."
"36055","Monroe County, NY","1.4","1.1","29","7","0.07","0.067","2","1","0","39","8.7","50","14","."
"36059","Nassau County, NY",".",".",".",".",".",".","5","1","0",".",".",".",".","."
"36061","New York County, NY","1.5","1",".",".","0.09","0.073",".",".",".","31","10.5",".",".","."
"36063","Niagara County, NY",".",".",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"36067","Onondaga County, NY",".",".",".",".","0.08","0.07",".",".",".","34","8.4",".",".","."
"36071","Orange County, NY",".",".",".",".",".",".",".",".",".","28","7.6",".",".","."
"36075","Oswego County, NY",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"36079","Putnam County, NY",".",".",".",".","0.09","0.066",".",".",".",".",".",".",".","."
"36081","Queens County, NY","2.2","1.5","56","17","0.09","0.074","4","1","0","34","10.8","36","14","."
"36085","Richmond County, NY",".",".",".",".","0.1","0.07",".",".",".","40","9.5",".",".","."
"36087","Rockland County, NY",".",".",".",".","0.09","0.072",".",".",".",".",".",".",".","."
"36089","St. Lawrence County, NY",".",".",".",".",".",".","73","42","4",".",".",".",".","."
"36091","Saratoga County, NY",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"36101","Steuben County, NY","1.2","1",".",".","0.07","0.068","1","1","0","31","6.7",".",".","."
"36103","Suffolk County, NY","1","0.8","25","4","0.09","0.076",".",".",".","24","8",".",".","."
"36109","Tompkins County, NY",".",".",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"36117","Wayne County, NY",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"36119","Westchester County, NY",".",".",".",".","0.1","0.072",".",".",".",".",".",".",".","."
"37003","Alexander County, NC",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"37011","Avery County, NC",".",".",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"37013","Beaufort County, NC",".",".",".",".",".",".","9","2","0",".",".",".",".","."
"37021","Buncombe County, NC",".",".",".",".","0.07","0.063",".",".",".","32","8.5",".",".","."
"37027","Caldwell County, NC",".",".",".",".","0.07","0.066",".",".",".",".",".",".",".","."
"37031","Carteret County, NC",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"37033","Caswell County, NC",".",".",".",".","0.07","0.063",".",".",".",".",".","46","14","."
"37035","Catawba County, NC",".",".",".",".",".",".",".",".",".","24","8.5",".",".","."
"37051","Cumberland County, NC",".",".",".",".","0.07","0.067",".",".",".","25","9.1","41","15","."
"37057","Davidson County, NC",".",".",".",".",".",".",".",".",".","41","10.4",".",".","."
"37063","Durham County, NC",".",".",".",".","0.08","0.065","3","1","0","24","8","42","12","."
"37065","Edgecombe County, NC",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"37067","Forsyth County, NC",".",".","40","7","0.08","0.069","2","1","0","40","10.4","72","17","."
"37075","Graham County, NC",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"37077","Granville County, NC",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"37081","Guilford County, NC",".",".",".",".","0.08","0.067",".",".",".","25","9.8","39","12","."
"37087","Haywood County, NC",".",".",".",".","0.08","0.069","20","5","0",".",".",".",".","."
"37101","Johnston County, NC",".",".",".",".","0.07","0.064",".",".",".","26","8.2",".",".","."
"37107","Lenoir County, NC",".",".",".",".","0.07","0.067",".",".",".",".",".",".",".","."
"37109","Lincoln County, NC",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"37113","Macon County, NC",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"37117","Martin County, NC",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"37119","Mecklenburg County, NC","2","1.6","37","11","0.1","0.073","2","1","0","35","10.3","51","15","."
"37121","Mitchell County, NC",".",".",".",".",".",".",".",".",".","20","6.8",".",".","."
"37123","Montgomery County, NC",".",".",".",".","0.07","0.063",".",".",".","29","9.6",".",".","."
"37129","New Hanover County, NC",".",".",".",".","0.07","0.067",".",".",".","26","8.7","45","16","."
"37131","Northampton County, NC",".",".","12","1",".",".",".",".",".","25","7.9",".",".","."
"37145","Person County, NC",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"37147","Pitt County, NC",".",".",".",".","0.07","0.063",".",".",".","27","7.7",".",".","."
"37157","Rockingham County, NC",".",".",".",".","0.08","0.066","4","1","0",".",".",".",".","."
"37159","Rowan County, NC",".",".","25","5","0.08","0.068",".",".",".","26","9",".",".","."
"37173","Swain County, NC",".",".",".",".","0.07","0.063",".",".",".","21","7.3",".",".","."
"37179","Union County, NC",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"37183","Wake County, NC","1.7","1.3","36","9","0.07","0.064","2","1","0","32","10.1","60","17","."
"37199","Yancey County, NC",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"38007","Billings County, ND",".",".",".",".","0.08","0.07","6","4","3","35","7.4",".",".","."
